Level	Date and Time	Source	Event ID	Task Category
Information	10.10.2017 07:51:08	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:51:08.981
ProcessGuid: {E4CEE641-C54A-597E-0000-00104EB30700}
ProcessId: 2896
Image: C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe"
Information	10.10.2017 07:51:06	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:51:06.385
ProcessGuid: {E4CEE641-C54A-597E-0000-001055B60700}
ProcessId: 3568
Image: C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe
CommandLine: ""C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe""
CurrentDirectory: C:\Program Files (x86)\Google\Update\1.3.33.5\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=27BEAF3F308ED2276F3863C2F2597556,SHA256=31AC31B10558A4BADC6ECD1D5B354DF89230DD1D6ADBBB742E2A3CC470570A18
ParentProcessGuid: {E4CEE641-C4F7-597E-0000-0010FAD90200}
ParentProcessId: 3944
ParentImage: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /c"
Information	10.10.2017 07:51:06	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:51:06.330
ProcessGuid: {E4CEE641-C54A-597E-0000-00104EB30700}
ProcessId: 2896
Image: C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe
CommandLine: ""C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe""
CurrentDirectory: C:\Program Files (x86)\Google\Update\1.3.33.5\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=33E6E5822E22A5E1DEA523C06155FD07,SHA256=29E405DD4BE9107382CB22F636801AE5C239BFBFE20C76C9F477C2AB22007992
ParentProcessGuid: {E4CEE641-C4F7-597E-0000-0010FAD90200}
ParentProcessId: 3944
ParentImage: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /c"
Information	10.10.2017 07:50:48	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:45.578
ProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ProcessId: 2536
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49700
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 40.113.11.93
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:47	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:47.987
ProcessGuid: {E4CEE641-C533-597E-0000-00106B880600}
ProcessId: 6948
Image: C:\Windows\System32\dllhost.exe"
Information	10.10.2017 07:50:47	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:47.947
ProcessGuid: {E4CEE641-C533-597E-0000-001063850600}
ProcessId: 6912
Image: C:\Windows\System32\dllhost.exe"
Information	10.10.2017 07:50:44	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:41.469
ProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ProcessId: 2536
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49699
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 23.101.30.126
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:43.916
ProcessGuid: {E4CEE641-C52E-597E-0000-0010023F0600}
ProcessId: 6664
Image: C:\Windows\System32\dllhost.exe"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:40.450
ProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ProcessId: 2536
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49698
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 23.97.178.173
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:43.296
ProcessGuid: {E4CEE641-C533-597E-0000-0010E3890600}
ProcessId: 6984
Image: C:\Windows\System32\mmc.exe
CommandLine: ""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-00201C990100}
LogonId: 0x1991C
TerminalSessionId: 1
IntegrityLevel: High
Hashes: MD5=211ADC0A46442C4050285C6B2C8874A1,SHA256=E021D4B2F12D2836C279AEEE9FE59CEA300730519AFA57F450BA7095B45A653F
ParentProcessGuid: {E4CEE641-C4FC-597E-0000-001054400300}
ParentProcessId: 4500
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\WINDOWS\Explorer.EXE"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:43.276
ProcessGuid: {E4CEE641-C533-597E-0000-00106B880600}
ProcessId: 6948
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\WINDOWS\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=2D29C0AFCC8225AFF6637F7362C22960,SHA256=79756AB8344C31A55223A51625F2379525428CEBD53531F11C26544A34621D81
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:43.271
ProcessGuid: {E4CEE641-C532-597E-0000-0010E3790600}
ProcessId: 6876
Image: C:\Windows\System32\consent.exe"
Information	10.10.2017 07:50:43	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:43.226
ProcessGuid: {E4CEE641-C533-597E-0000-001063850600}
ProcessId: 6912
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\WINDOWS\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 1
IntegrityLevel: System
Hashes: MD5=2D29C0AFCC8225AFF6637F7362C22960,SHA256=79756AB8344C31A55223A51625F2379525428CEBD53531F11C26544A34621D81
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:42	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:42.361
ProcessGuid: {E4CEE641-C532-597E-0000-0010E3790600}
ProcessId: 6876
Image: C:\Windows\System32\consent.exe
CommandLine: consent.exe 6820 426 000001DF996A5200
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 1
IntegrityLevel: System
Hashes: MD5=6D7E9C7BAD50DA67B1F23C6B4A9E1F7F,SHA256=B9711ED459BDBF39679F731AB67221068E0B6B8D8BE88F22F4E89467EBAC223B
ParentProcessGuid: {E4CEE641-C532-597E-0000-0010A06B0600}
ParentProcessId: 6820
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: c:\windows\system32\svchost.exe -k netsvcs -s Appinfo"
Information	10.10.2017 07:50:42	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:42.054
ProcessGuid: {E4CEE641-C532-597E-0000-0010A06B0600}
ProcessId: 6820
Image: C:\Windows\System32\svchost.exe
CommandLine: c:\windows\system32\svchost.exe -k netsvcs -s Appinfo
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=3120B24060924F9B94182A1432B2D7F9,SHA256=9F21E51442209BCEC0EA4A468EF8A4741685AE204D5063F4C3E45E1F8CF72643
ParentProcessGuid: {E4CEE641-C4E1-597E-0000-0010333E0000}
ParentProcessId: 572
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\WINDOWS\system32\services.exe"
Information	10.10.2017 07:50:42	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:41.996
ProcessGuid: {E4CEE641-C531-597E-0000-0010CB670600}
ProcessId: 6804
Image: C:\Windows\System32\mmc.exe"
Information	10.10.2017 07:50:41	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:41.881
ProcessGuid: {E4CEE641-C531-597E-0000-0010CB670600}
ProcessId: 6804
Image: C:\Windows\System32\mmc.exe
CommandLine: ""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=211ADC0A46442C4050285C6B2C8874A1,SHA256=E021D4B2F12D2836C279AEEE9FE59CEA300730519AFA57F450BA7095B45A653F
ParentProcessGuid: {E4CEE641-C4FC-597E-0000-001054400300}
ParentProcessId: 4500
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\WINDOWS\Explorer.EXE"
Information	10.10.2017 07:50:41	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:41.200
ProcessGuid: {E4CEE641-C50E-597E-0000-0010EBA40400}
ProcessId: 5676
Image: C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.8241.41275.0_x64__8wekyb3d8bbwe\HxTsr.exe"
Information	10.10.2017 07:50:40	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:37.827
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49697
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 54.230.228.114
DestinationHostname: server-54-230-228-114.waw50.r.cloudfront.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:39	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 05:50:39.969
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: c:\windows\system32\svchost.exe
TargetFilename: C:\Users\John\AppData\Local\Microsoft\Windows\Notifications\wpnidm\294af3d2.jpg
CreationUtcTime: 2016-06-13 13:31:02.000
PreviousCreationUtcTime: 2016-06-13 13:31:02.000"
Information	10.10.2017 07:50:39	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 05:50:39.924
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: c:\windows\system32\svchost.exe
TargetFilename: C:\Users\John\AppData\Local\Microsoft\Windows\Notifications\wpnidm\b6ed539b.jpg
CreationUtcTime: 2016-04-27 07:45:21.000
PreviousCreationUtcTime: 2016-04-27 07:45:21.000"
Information	10.10.2017 07:50:39	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:36.596
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49696
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 157.240.3.24
DestinationHostname: xx-fbcdn-shv-01-dft4.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:39	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 05:50:39.535
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: c:\windows\system32\svchost.exe
TargetFilename: C:\Users\John\AppData\Local\Microsoft\Windows\Notifications\wpnidm\b22200f7.png
CreationUtcTime: 2001-01-01 08:00:00.000
PreviousCreationUtcTime: 2001-01-01 08:00:00.000"
Information	10.10.2017 07:50:39	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 05:50:39.353
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: c:\windows\system32\svchost.exe
TargetFilename: C:\Users\John\AppData\Local\Microsoft\Windows\Notifications\wpnidm\c6aa7b05.png
CreationUtcTime: 2001-01-01 08:00:00.000
PreviousCreationUtcTime: 2001-01-01 08:00:00.000"
Information	10.10.2017 07:50:38	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:38.900
ProcessGuid: {E4CEE641-C52E-597E-0000-0010023F0600}
ProcessId: 6664
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2D29C0AFCC8225AFF6637F7362C22960,SHA256=79756AB8344C31A55223A51625F2379525428CEBD53531F11C26544A34621D81
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:38	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:38.793
ProcessGuid: {E4CEE641-C528-597E-0000-001011CF0500}
ProcessId: 376
Image: C:\Windows\System32\dllhost.exe"
Information	10.10.2017 07:50:36	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:36.645
ProcessGuid: {E4CEE641-C526-597E-0000-001064B90500}
ProcessId: 5508
Image: C:\Windows\System32\InstallAgent.exe"
Information	10.10.2017 07:50:36	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:36.131
ProcessGuid: {E4CEE641-C4EA-597E-0000-00101CC20100}
ProcessId: 2896
Image: C:\Windows\System32\svchost.exe"
Information	10.10.2017 07:50:33	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:33.025
ProcessGuid: {E4CEE641-C529-597E-0000-0010ADEB0500}
ProcessId: 2116
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2D29C0AFCC8225AFF6637F7362C22960,SHA256=79756AB8344C31A55223A51625F2379525428CEBD53531F11C26544A34621D81
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:32	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:32.575
ProcessGuid: {E4CEE641-C528-597E-0000-001011CF0500}
ProcessId: 376
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\WINDOWS\system32\DllHost.exe /Processid:{7966B4D8-4FDC-4126-A10B-39A3209AD251}
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2D29C0AFCC8225AFF6637F7362C22960,SHA256=79756AB8344C31A55223A51625F2379525428CEBD53531F11C26544A34621D81
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:32	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:32.474
ProcessGuid: {E4CEE641-C528-597E-0000-0010C2CC0500}
ProcessId: 832
Image: C:\Windows\System32\svchost.exe
CommandLine: c:\windows\system32\svchost.exe -k netsvcs -s BITS
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=3120B24060924F9B94182A1432B2D7F9,SHA256=9F21E51442209BCEC0EA4A468EF8A4741685AE204D5063F4C3E45E1F8CF72643
ParentProcessGuid: {E4CEE641-C4E1-597E-0000-0010333E0000}
ParentProcessId: 572
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\WINDOWS\system32\services.exe"
Information	10.10.2017 07:50:30	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:30.262
ProcessGuid: {E4CEE641-C526-597E-0000-001064B90500}
ProcessId: 5508
Image: C:\Windows\System32\InstallAgent.exe
CommandLine: C:\Windows\System32\InstallAgent.exe -Embedding
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=7D4805F52F4F789658F9231F64591E94,SHA256=BE2F0E1657E92933A92D309D4BB9EF68841A480C5B294C45DBC396333CB23513
ParentProcessGuid: {E4CEE641-C4E2-597E-0000-001053520000}
ParentProcessId: 700
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\WINDOWS\system32\svchost.exe -k DcomLaunch"
Information	10.10.2017 07:50:27	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:24.820
ProcessGuid: {E4CEE641-C515-597E-0000-0010DD4D0500}
ProcessId: 5328
Image: C:\Users\John\AppData\Local\Microsoft\OneDrive\OneDrive.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49693
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 104.87.175.194
DestinationHostname: a104-87-175-194.deploy.static.akamaitechnologies.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:26	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 05:50:24.247
ProcessGuid: {E4CEE641-C515-597E-0000-0010DD4D0500}
ProcessId: 5328
Image: C:\Users\John\AppData\Local\Microsoft\OneDrive\OneDrive.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49692
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 207.46.194.14
DestinationHostname: msnbot-207-46-194-14.search.msn.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 07:50:19	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:19.303
ProcessGuid: {E4CEE641-C4FC-597E-0000-0010EE3C0300}
ProcessId: 4468
Image: C:\Windows\System32\userinit.exe"
Information	10.10.2017 07:50:17	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:17.460
ProcessGuid: {E4CEE641-C515-597E-0000-00102D520500}
ProcessId: 5360
Image: C:\Windows\SysWOW64\runonce.exe"
Information	10.10.2017 07:50:16	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:16.231
ProcessGuid: {E4CEE641-C518-597E-0000-0010E1610500}
ProcessId: 3784
Image: C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe
CommandLine: ""C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe"" 
CurrentDirectory: C:\WINDOWS\SysWOW64\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=05335D3912EFFB2B038906DEC3982B06,SHA256=8CCDD9F15944656DDB68CFEA17D49FE98B086286738BDD28BD14B05D302161EC
ParentProcessGuid: {E4CEE641-C515-597E-0000-00102D520500}
ParentProcessId: 5360
ParentImage: C:\Windows\SysWOW64\runonce.exe
ParentCommandLine: C:\WINDOWS\SysWOW64\runonce.exe /Run6432"
Information	10.10.2017 07:50:16	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 05:50:16.357
ProcessGuid: {E4CEE641-C50D-597E-0000-0010587D0400}
ProcessId: 5508
Image: C:\Windows\System32\mobsync.exe"
Information	10.10.2017 07:50:14	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:13.982
ProcessGuid: {E4CEE641-C515-597E-0000-00102D520500}
ProcessId: 5360
Image: C:\Windows\SysWOW64\runonce.exe
CommandLine: C:\WINDOWS\SysWOW64\runonce.exe /Run6432
CurrentDirectory: C:\WINDOWS\SysWOW64\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=2A87C0C3E18E83D2036A8F196001E79A,SHA256=0D8D6E7E3A18A473BCDFC13ACCD03969DAD85E601A2AAAB29D54C6C46C1F01E8
ParentProcessGuid: {E4CEE641-C4FC-597E-0000-001054400300}
ParentProcessId: 4500
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\WINDOWS\Explorer.EXE"
Information	10.10.2017 07:50:13	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 05:50:13.427
ProcessGuid: {E4CEE641-C515-597E-0000-0010DD4D0500}
ProcessId: 5328
Image: C:\Users\John\AppData\Local\Microsoft\OneDrive\OneDrive.exe
CommandLine: ""C:\Users\John\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=90029F7160037122DA12101C0C8850F7,SHA256=DE4BFD8E60AC0222EACCA8BAC94562ED2B38CBEF569F8B927CCD197735655AC0
ParentProcessGuid: {E4CEE641-C4FC-597E-0000-001054400300}
ParentProcessId: 4500
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\WINDOWS\Explorer.EXE"
Information	10.10.2017 07:50:13	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 05:50:13.112
ProcessGuid: {E4CEE641-C50E-597E-0000-0010FD990400}
ProcessId: 5620
Image: C:\WINDOWS\system32\backgroundTaskHost.exe
TargetFilename: C:\Users\John\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\DeviceSearchCache\AppCache131459538087731419.txt.~tmp
CreationUtcTime: 2017-10-10 05:50:12.775
PreviousCreationUtcTime: 2017-10-10 05:50:12.775"
